Ｔ恤	/T shirt/
养育	/foster/rear/
养殖	/cultivate/cultivation/
养猪场	/piggery/pig farm/
养子	/foster child/fosterling/nursling/
样	/manner/pattern/way/appearance/shape/
样板	/model/prototype/example/template/sample plate/
样本	/sample/specimen/
样儿	/appearance/
样机	/prototype/
样品	/sample/specimen/
样式	/type/style/
样样	/every kind/
样子	/manner/air/looks/aspect/
漾	/ripples/
邀	/invite to come/
邀功	/take undeserved credit/
邀集	/call together/
邀请	/invite/
邀请赛	/invitational tournament/
邀请信	/invitation letter/
邀约	/invite/
腰	/waist/
腰包	/purse/pocket/
腰部	/waist/small of the back/
腰带	/belt/girdle/chatelaine/cummerbund/waistband/
腰鼓	/waist drum/
腰果	/cashew/
腰肉	/loin/
腰围	/waistline/
腰斩	/cut in two at the waist/
妖	/goblin/witch/devil/bewitching/enchanting/monster/phantom/
妖道	/diabolism/
妖风	/evil wind/
妖怪	/monster/devil/
妖精	/evil spirit/alluring woman/
妖媚	/seductive/
妖魔	/demon/
妖孽	/evildoer/
妖人	/magician/sorcerer/
妖物	/monster/
妖言	/fallacy/
妖艳	/pretty and flirtatious/
妖冶	/pretty and flirtatious/
妖娆	/enchanting/
瑶	/jade/mother-of-pearl/Yao/
瑶池	/Yao Chi/
瑶族	/Yao nationality/
摇	/shake/rock/
摇把	/handle/
摇把子	/swing handle/
摇摆	/wag/waver/
摇臂	/rocker arm/
摇车	/cradle/
摇荡	/sway/
摇动	/shake/sway/
摇杆	/rocker/
摇滚乐	/rock-and-roll music/
摇晃	/falter/
摇篮	/cradle/
摇旗呐喊	/bang the drum for/
摇钱树	/money tree/
摇身一变	/suddenly change one's identity/
摇手	/wave the hand/
摇头	/shake the head/
摇头晃脑	/assume an air of self approbation/
摇摇	/shake/
摇摇晃晃	/shaky/
摇摇头	/shake the head/
摇摇欲坠	/on the verge of collapse/teetering/crumbling/
摇曳	/flicker/sway/
尧	/emperor Yao/Yao/
尧舜	/Yao and Shun/
遥	/distant/remote/far/far away/
遥测	/telemetry/
遥感	/remote sensing/
遥控	/remote control/
遥控操作	/remote operation/
遥控器	/remote control device/
遥望	/look into the distance/
遥相呼应	/coordinate with each other across a great distance/
遥遥	/distant/remote/
遥遥领先	/get a good lead/
遥远	/distant/remote/
窑	/kiln/oven/
窑洞	/cave dwelling/cave/
谣	/popular ballad/rumor/
谣传	/rumor/
谣言	/rumor/
姚	/Yao/
咬	/bite/nip/
咬牙	/grit one's teeth/
咬牙切齿	/gnash one's teeth/
咬住	/bite/
舀	/scoop/
药	/medicine/drug/cure/
药材	/raw material for medicine/
药厂	/pharmaceutical factory/
药店	/pharmacy/drugstore/chemist's shop/
药方	/prescription/
药房	/pharmacy/hospital pharmacy/drugstore/chemist's shop/dispensary/
药粉	/medicinal powder/
药膏	/ointment/
药害	/chemical poison/
药剂	/medicine/
药剂师	/druggist/pharmacist/
药剂士	/druggist/pharmacist/
药酒	/medicinal liquor/
药理学	/pharmacology/
药片	/tablet/pill/tabloid/troche/
药品	/medicine/drug/medicament/
药瓶	/medicine bottle/
药铺	/herbal medicine shop/
药商	/druggist/
药水	/liquid medicine/
药丸	/pill/
药王	/God of medicine/
药物	/drug/medication/medicine/medicaments/pharmaceuticals/
药物学	/material medica/
药物治疗	/medication/treat with medication/
药箱	/medicine kit/
药性	/property of medicine/
药学	/pharmacy/
要	/demand/ask/request/coerce/important/vital/want/going to/must/
要不	/otherwise/or/or else/
要不得	/no good/
要不了	/more than enough/
要不然	/or/otherwise/or else/
要不然的话	/otherwise/
要不是	/if it were not for/
要部然	/otherwise/
要冲	/communication center/
要道	/thoroughfare/
要得	/good/fine/
要地	/strategic location/
要点	/main point/essential/
要犯	/important criminal/
要饭	/beg for food/
要害	/vital/vital part/crucial point/
要害处	/vital part/
要好	/on good terms/eager to improve/
要价	/charge/
要件	/important document/important condition/
要紧	/important/urgent/
要领	/gist/conspectus/main points/essentials/
要略	/outline/
要么	/either...or/
要命	/kill/awfully/
要目	/principle items/
要强	/eager to excel/
要求	/request/require/stake a claim/ask/demand/
要人	/important person/
要塞	/stronghold/
要塞军事学院	/The Citadel/
要事	/important matter/
要是	/if/
要是说	/in case/
要死	/extremely/
要素	/essential/factor/
要挟	/coerce/blackmail/
要义	/essential meaning/
要有	/need/require/
要员	/important person/
要职	/important post/
耀	/brilliant/glorious/
耀棠	/Yaotang/
耀威	/swagger around/
耀眼	/dazzle/
椰子	/coconut/
噎	/choke/
耶	/(sentence-final particle for questions in classical or formal written Chinese)/
耶夫勒	/Gavle/
耶和华	/Jehovah/Yahveh/Yahweh/
耶利米哀歌	/Lamentations/
耶利米书	/Book of Jeremiah/
耶卢	/Geilo/
耶鲁	/Yale/
耶路撒冷	/Jerusalem/
耶洛奈夫	/Yellowknife/
耶宁顿	/Yerington/
耶稣	/Jesus/
耶稣基督	/Jesus Christ/
耶稣基督末世圣徒教会	/The Church of Jesus Christ of Latter-day Saints/
爷	/grandpa/old gentleman/
爷儿	/men/husband/
爷们	/men/husband/
爷爷	/paternal grandfather/
野	/field/plain/open space/limit/boundary/rude/wild/
野菜	/edible wild herbs/potherb/
野餐	/picnic/
野果	/wild fruit/
野果子	/wild fruit/
野花	/wild flower/
野火	/prairie fire/
野鸡	/wild chicken/
野马	/wild horse/bronc/mustang/
野蛮	/barbarous/
野蛮人	/barbarian/
野猫	/wildcat/
野牛	/wild ox/gaur/urus/bison/
野禽	/fowl/
野人	/savage/
野生	/wild/undomesticated/
野生动物	/wild animal/
野史	/unofficial history/
野兽	/beast/
野兔	/hare/
野外	/open country/
野味	/game/
野心	/wild schemes/wild ambitions/
野心勃勃	/vaulting ambition/
野心家	/careerist/arriviste/go-getter/
野性	/savagery/wild nature/unruliness/
野鸭	/mallard/
野营	/bivouac/camping/
野战	/field operation/
野战军	/field army/
野猪	/wild boar/
冶	/smelt/
冶金	/metallurgy/
冶金工业	/metallurgical industry/
冶炼	/smelt/smelting/
冶坪	/Yeping/
也	/also/too/
也罢	/all right/no matter whether/
也不	/neither/nor/
也好	/may as well/
也门	/Yemen/
也是	/also/
也许	/perhaps/maybe/
页	/page/leaf/
页边	/margin/
页码	/page number/
页面	/web page/
页心	/type page/
页岩	/shale/
掖	/tuck/
掖县	/Ye county/
业	/business/occupation/study/
业绩	/outstanding achievement/
业界	/industry/
业界标准	/industry standard/
业经	/already/
业务	/business/profession/
业务部	/business department/
业务处	/business office/
业务员	/business personnel/
业余	/spare time/amateur/
业余大学	/college for people who attend after work/part-time college/
业余时间	/spare time/
业余者	/amateur/
业主	/owner/proprietor/
业馀者	/amateur/
叶	/leaf/page/Ye/
叶斑病	/leaf spot/
叶柄	/footstalk/leafstalk/petiole/stipe/
叶金	/Ye Jin/
叶利钦	/Yeltsin/
叶绿素	/chlorophyll/chlorophyl/
叶绿体	/chloroplast/chlorophyl/
叶轮	/impeller/vane wheel/
叶轮机	/turbine/
叶脉	/nervation/nervure/venation/vein/
叶门	/Yemen/
叶面	/leaf surface/
叶片	/folium/lamina/blade/
叶鞘	/vagina/leaf sheath/
叶肉	/mesophyll/
叶酸	/folic acid/
叶挺	/Ye Ting/
叶同	/Ye Tong/
叶芽	/leaf bud/
叶腋	/axil/axilla/
叶子	/foliage/leaf/
曳	/drag/
腋	/armpit/
腋下	/axilla/armpit/
腋芽	/axillary bud/
夜	/night/
夜班	/night shift/
夜半	/midnight/
夜餐	/dinner/
夜叉	/yaksha/
夜大学	/evening university/
夜饭	/supper/
夜航	/night flight/night navigation/
夜间	/nighttime/
夜景	/night scene/night view/
夜里	/nighttime/at night/
夜礼服	/formal evening dress/
夜明珠	/legendary luminous pearl/
夜幕	/curtain of night/
夜色	/dim light of night/
夜生活	/nightlife/
夜市	/night market/
夜晚	/night/
夜袭	/night attack/
夜显式	/night display/
夜校	/night school/
夜以继日	/day and night/
夜游	/nightwalker/nighthawk/
夜总会	/nightclub/bistro/
夜莺	/nightingale/
液	/liquid/fluid/
液化	/liquify/
液化石油气	/liquified petroleum gas/
液化天然气	/liquefied natural gas/
液晶	/liquid crystal/
液晶显示	/LCD/liquid crystal display/
液晶显示器	/liquid-crystal display/
液力	/hydraulic/
液力传动	/hydraulic transmission/
液泡	/vacuole/
液态	/liquid state/liquid/
液态空气	/liquified air/
液态水	/liquid water/
液体	/liquid/
液体燃料	/liquid fuel/
液压	/hydraulic pressure/
液压机	/hydraulic pressure/
液压油	/hydraulic oil/
一	/one/single/a/an/
一巴掌	/spank/
一把手	/head/good hand/party to an undertaking/
一把抓	/take everything into one's own hands/tackle all problems at once regardless of their relative importance/
一百	/a hundred/one hundred/
一百多	/one hundred plus/
一百二十六	/a hundred twenty-six/
一百五十多年	/more than 150 years/
一百五十亿	/15 billion/
一败涂地	/suffer a crushing defeat/
一班人	/members of a squad/small working group/
一般	/same/ordinary/common/general/
一般等价物	/universal equivalent/
一般化	/vague generalization/generalization/generalize/
一般来说	/generally speaking/
一般说来	/in general/
一般性	/in general terms/general/generalized/
一般原则	/general principle/
一半	/half/
一辈子	/lifetime/for a lifetime/
一本正经	/in all seriousness/
一笔勾销	/write off at one stroke/
一臂之力	/a helping hand/
一边	/one side/simultaneously/at the same time/
一边倒	/lean to one side/predominate/
一边儿	/simultaneously/
一并	/along with all the others/
一步	/single step/step/
一步一步的	/gradually/
一步一个脚印	/work steadily and make solid progress/
一部分	/portion/
一层	/layer/
一场空	/futile/
一朝	/in one day/once/
一朝一夕	/overnight/
一尘不染	/spotless/
一城	/one city/
一成不变	/unalterable/
一匙	/spoonful/
一筹莫展	/find no way out/
一触即发	/could happen at any moment/on the verge/
一串	/strand/
一吹	/puff/
一次	/first/first time/once/
一次方程	/linear equation/
一打	/dozen/
一大片	/large area/
一大早	/at dawn/
一带	/region/district/
一代	/generation/
一旦	/in case/once/in one day/
一但	/if/in case/in a short time/once/
一到	/at arrival/
一道	/together/
一道道	/many/
一等	/first-grade/
一点	/a bit/a little/
一点点	/a bit/a little/scantling/stiver/
一点点儿	/a little/
一点儿	/a bit/a little/
一点也不	/not at all/
一点一滴	/every little bit/
一定	/surely/certainly/necessarily/fixed/certain/given/particular/
一定要	/must/
一东	/Yidong/
一动	/easily/
一度	/for a time/at one time/one time/once/
一端	/one aspect/
一段	/paragraph/period of/
一堆	/pile/
一对	/couple/pair/
一对一	/one-on-one/
一二	/just a few/
一帆风顺	/smooth sailing/
一番	/double/
一方面	/on the one hand/
一分钱	/cent/penny/
一分钱一分货	/worthy price/
一分为二	/one divides into two/
一分子	/one member/
一份	/one portion/
一夫	/one husband/
一夫一妻	/monogamy/
一夫一妻制	/monogamy/monogyny/
一服	/dose/
一概	/totally/
一概而论	/treat as same/
一干二净	/completely/
一个	/a/an/
一个个	/everyone/
一个劲儿	/persistently/
一个中国政策	/One China policy/
一共	/altogether/
一鼓作气	/press on to the finish without letup/get something done in one vigorous effort/spurt/
一贯	/consistent/constant/
一国两制	/one country, two systems/
一毫	/the least bit/
一号	/first day of the month/
一忽儿	/brief moment/
一晃	/soon/
一会	/a little moment/
一会儿	/a while/
一己	/personal/
一技之长	/professional skill/
一家	/same family/
一家人	/whole family/same family/
一间	/one room/
一见如故	/feel like old friends at the first meeting/
一箭双雕	/kill two birds with one stone/
一件	/one/
一角	/corner/
一角银币	/dime/
一节	/stanza/
一介	/one/
一经	/as soon as/
一九八八年	/in 1988/
一九八二年	/in 1982/
一九八九年	/in 1989/
一九八零年	/in 1980/
一九八六年	/in 1986/
一九八七年	/in 1987/
一九八三年	/in 1983/
一九八四年	/in 1984/
一九八五年	/in 1985/
一九八一年	/in 1981/
一九二七年	/in 1927/
一九二一年	/in 1921/
一九九八年	/in 1998/
一九九二	/1992/
一九九二年	/in 1992/
一九九九年	/in 1999/
一九九零年	/in 1990/
一九九六年	/in 1996/
一九九七年	/the year 1997/
一九九三年	/in 1993/
一九九四	/1994/
一九九四年	/in 1994/
一九九五年	/in 1995/
一九九一年	/in 1991/
一九六二年	/in 1962/
一九六六年	/in 1966/
一九七八年	/in 1978/
一九七九年	/in 1979/
一九七六年	/in 1976/
一九七七年	/in 1977/
一九七三年	/in 1973/
一九七五年	/in 1975/
一九七一年	/in 1971/
一九三八年	/in 1938/
一九三七年	/in 1937/
一九三五年	/in 1935/
一九四九年	/the year 1949/1949/
一九四五年	/in 1945/
一九五八年	/in 1958/
一九五九年	/in 1959/
一九五三年	/in 1953/
一九一九年	/in 1919/
一局	/inning/
一举	/at one stroke/
一举两得	/kill two birds with one stone/
一举一动	/every action/
一刻	/one quarter/a short time/
一口	/readily/flatly/
一口气	/one breath/in one breath/without a break/at one go/at a stretch/
一口咬定	/arbitrarily allege/
一块	/piece/
一块儿	/together/at the same place/
一块面	/loaf/
一来	/in the first place/
一来二去	/in the course of contacts/
一揽子	/comprehensive/
一览	/general survey/
一劳永逸	/get it done once and for all/
一例	/one example/
一力	/do one's best/
一连	/in succession/
一连串	/series of/
一连声	/repeatedly/
一流	/top-ranking/topflight/first-rate/
一路	/all the way/same kind/the same way/
一路过关	/overcome obstacles smoothly/
一路平安	/have a pleasant journey/bon voyage/
一律	/altogether/
一落千丈	/suffer a disastrous decline/
一马当先	/take the lead/
一脉相承	/derive from the same origin/
一秘	/first secretary/
一面	/one side/
一民	/Yimin/
一鸣惊人	/become famous overnight/
一模一样	/exactly alike/
一目了然	/clear at a glance/
一年	/a year/twelve-month/
一年半	/a year and a half/
一年到头	/all the year round/
一年多	/more than a year/
一年四季	/throughout the year/
一排	/row/
一旁	/aside/
一匹马	/one horse/
一篇	/one-sided/
一偏	/one-sided/
一片	/piece/slice/
一撇儿	/a downwards-left curved character stroke/some truth/
一瞥	/glance/glimpse/
一平二调	/equalitarianism and indiscriminate transfer of resources/
一齐	/in unison/
一起	/together/
一气	/at a stretch/
一气呵成	/form a coherent whole/accomplish something without interruption/
一千	/one thousand/
一千吨	/1000 tons/
一千多	/1000 plus/
一千零五十亿	/105 billion/
一千七百万	/seventeen million/
一千四百二十九	/1429/
一千四百亿	/140 billion/
一钱不值	/utterly worthless/
一窍不通	/know nothing about/
一切	/all/every/everything/
一切事物	/everything/
一清二楚	/fully clear/
一清早	/early morning/
一穷二白	/poor and blank/
一丘之貉	/jackals from the same lair/
一曲	/one tune/
一去不复返	/gone forever/
一圈	/circle/ring/
一群	/gang/regiment/
一任	/allow/
一如	/like/
一如既往	/as always/
一色	/same color/
一山	/one mountain/
一身	/single person/the whole body/
一身汗	/sweating all over/
一声不响	/keep silent/
一生	/all one's life/throughout one's life/
一十	/10/
一十五	/15/
一时	/temporary/momentary/
一时一刻	/short time/every moment/
一世	/whole life/
一事无成	/accomplish nothing/
一视同仁	/treat impartially/
一手	/proficiency/trick/move/all alone/
一瞬	/instant/
一瞬间	/instant/
一丝不苟	/not be the least bit negligent/scrupulous about every detail/conscientious and meticulous/
一丝一毫	/an iota/
一所	/one/
一塌糊涂	/in a complete mess/
一摊	/a pile of/
一趟	/one trip/
一套	/suit/a set/
一体	/whole/all people concerned/
一天	/one day/
一天到晚	/all day long/
一天天	/everyday/
一条龙	/one continuous line/coordinated process/
一条心	/of one mind/
一同	/along/together/
一统	/unify/
一头	/directly/a head/one end/
一团	/regiment/
一碗	/bowl/
一万	/ten thousand/
一万四千二百	/14200/
一万五千	/15000/
一网打尽	/catch the whole lot in a dragnet/
一往无前	/press resolutely forward/
一望无际	/as far as the eye can see/
一味	/stubbornly/blindly/
一无所知	/know nothing about/
一五一十	/in detail/
一席话	/what one says during a conversation/
一系列	/a series of/
一下	/once/all of a sudden/
一下儿	/a little bit/a little while/
一下子	/in a short while/all at once/all of a sudden/
一线	/a ray of/
一线微光	/gleam/
一项	/an item/a thing/
一向	/all long/the whole time/constantly/earlier/lately/
一小部分	/a small part/a small section/
一小撮	/a handful of/
一小块	/one scrap/
一小时	/one hour/
一小时以后	/one hour later/
一些	/some/a few/a little/
一心	/wholeheartedly/of one mind/
一心一意	/intently/
一行	/party/delegation/
一行行	/lines of/
一言堂	/one person lays down the law/
一氧化碳	/carbon monoxide/
一样	/same/like/equal to/the same as/just like/
一叶	/one leaf/
一一	/one by one/
一亿	/1 00 million/one hundred million/
一意孤行	/cling obstinately to one's course/
一应	/everything/
一应俱全	/everything needed is ready/
一隅	/one corner/
一语道破	/lay bare the truth with one penetrating remark/
一元化	/centralized/
一元论	/monism/unitarianism/
一月	/first month/January/
一月份	/January/
一再	/repeatedly/
一再说	/repeatedly say/
一早	/early in the morning/
一则	/one item/
一眨眼	/in a blink/eyewink/
一张	/sheet/
一阵	/a burst/
一阵儿	/a short period/
一阵风	/a gust of wind/a blast of wind/
一阵子	/period of time/
一争长短	/dispute/
一枝花	/fine thing/
一知半解	/have a smattering of knowledge/have a scanty knowledge/
一直	/continuously/always/from the beginning of ... up to .../all along/
一直到	/until/
一纸空文	/a mere scrap of paper/
一致	/unanimous/identical/
一致通过	/unanimously agree/
一致意见	/identical opinion/
一中一台	/One China, One Taiwan/
一种	/one kind/
一周	/one week/
一专多能	/expert in one thing and good at many/
一准	/certainly/
一总	/altogether/always/
一蹶不振	/unable to recover after a setback/
壹	/one/
壹佰	/100/
医	/medical/medicine/doctor/cure/treat/
医科	/medical department/
医疗	/medical treatment/
医疗保健	/medical health care/
医疗费用	/medical expense/
医疗经验	/medical expertise/
医疗设备	/medical equipment/
医疗设施	/medical facility/
医生	/doctor/
医师	/doctor/
医士	/medical practitioner/
医书	/medical book/
医术	/medical skill/
医务	/medical affairs/
医务室	/infirmary/medical clinic/
医务所	/clinic/
医学	/medicine/medical science/study of medicine/
医学博士	/M.D./
医学家	/medical scientist/
医学院	/medical college/
医学中心	/medical center/
医学专家	/medical expert/medical specialist/
医药	/medicine/
医药学	/medicine/
医院	/hospital/
医治	/treatment/
揖	/greet/
铱	/iridium/
依	/according to/depend on/near to/
依此类推	/infer from this/
依次	/proper order/successively/
依存	/depend on for existence/
依附	/depend on/
依附于	/attach to/
依旧	/as before/
依据	/according to/basis/foundation/
依靠	/rely on/depend on/
依赖	/depend on/dependent on/
依恋	/attachment/reluctant to leave/feel regret at parting from/
依乔	/Yiqiao/
依然	/still/as before/
依然如故	/remain unchanged/
依属	/dependence/
依托	/rely on/support/
依稀	/vaguely/
依依	/reluctant to part/
依依不舍	/reluctant to part/
依仗	/rely on/
依照	/accordance to/in the light of/pursuant/
依偎	/nestle/
伊	/he/she/
伊巴丹	/Ibadan/
伊比利亚	/Iberia/
伊甸园	/Garden of Eden/
伊尔格纳	/Illgner/
伊尔库茨克	/Irkutsk/
伊瓜苏瀑布	/Iguassu Falls/Iguazu/
伊红	/Yihong/
伊基克	/Iquique/
伊拉克	/Iraq/
伊拉克利翁	/Heraklion/
伊朗	/Iran/
伊犁河	/Yili river/
伊丽莎白城	/Elizabeth City/
伊丽沙伯港	/Port Elizabeth/
伊利	/Ely/Erie/
伊利埃斯库	/Iliescu/
伊利甘	/Iligan/
伊利诺	/Illinois/
伊利诺伊	/Illinois/
伊利诺伊大学	/University of Illinois/
伊洛伊洛	/Iloilo/
伊尼德	/Enid/
伊尼亚斯	/Aeneas/
伊尼伊德	/Aeneid/
伊帕廷加	/Ipatinga/
伊萨卡	/Ithaca/
伊始	/beginning/
伊斯顿	/Easton/
伊斯基亚	/Ischia/
伊斯兰	/Islam/
伊斯兰堡	/Islamabad/
伊斯兰教	/Islam/
伊斯塔帕	/Ixtapa/Zihuatanejo/
伊斯坦布尔	/Istanbul/
伊斯特兰	/Eastland/
伊斯特伍德	/Eastwood/
伊索	/Aesop/
伊瓦格	/Ibague/
伊瓦洛	/Ivalo/
伊维萨城	/Ibiza Town/
衣	/clothes/gown/dress/wear/
衣钵	/mantle and alms bowl/
衣橱	/wardrobe/clothespress/
衣厨	/wardrobe/
衣服	/clothes/
衣服缝边	/hem/
衣冠	/hat and clothes/
衣柜	/wardrobe/garderobe/
衣夹	/peg/
衣架	/clothes hanger/
衣襟	/front piece of a Chinese-style jacket/
衣料	/material for clothing/dress material/coating/
衣领	/collar/
衣帽间	/cloakroom/
衣衫	/clothing/
衣裳	/vesture/clothing/clothes/
衣食	/food and clothing/
衣索比亚	/Ethiopia/
衣索匹亚	/Ethiopia/
衣物	/clothing and other articles of daily use/
衣装	/garment/
衣着	/dress/
衣子	/covering/
颐	/cheeks/nourish/
颐和园	/Summer Palace/
夷	/barbarian/
遗	/lose/leave behind/
遗产	/heritage/
遗传	/hereditary/
遗传工程	/genetic engineering/
遗传物质	/genetic material/
遗传信息	/genetic information/
遗传性	/transmit/heredity/inheritance/
遗传学	/genetics/
遗传学分析	/genetics analysis/
遗骨	/human remains/
遗骸	/human remains/
遗憾	/regret/pity/sorry/
遗恨	/grudge/
遗迹	/trace/vestige/remain/
遗教	/legacy of teachings/
遗老	/old people/
遗留	/hand down/left over/legacy/leave a legacy/
遗漏	/omit/leave out/
遗民	/adherents of a former dynasty/
遗弃	/desert/abandon/forsake/cast off/
遗容	/remains/portrait of the deceased/
遗失	/lose/
遗书	/posthumous writings/
遗体	/remains/
遗忘	/forget/
遗物	/remnant/
遗像	/picture of the deceased/
遗言	/words of the deceased/
遗愿	/last wish/
遗赠	/bequeath/
遗址	/ruins/
遗志	/unfulfilled wish/
遗嘱	/testament/will/
遗著	/posthumous work/
遗作	/posthumous work/
移	/move/shift/change/alter/remove/
移动	/mobile/movement/move/shift/
移动电话	/mobile telephone/
移动式	/mobile/
移动式电话	/mobile telephone/
移风易俗	/change existing habits and customs/
移花接木	/substitute one thing for another stealthily/
移交	/transfer/hand over/
移居	/move one's residence/migrate/transmigrate/
移开	/move/
移苗	/transplant seedlings/
移民	/immigrate/migrate/
移民办事处	/immigration office/
移民法案	/immigration bill/
移民局	/immigration office/
移民者	/migrant/immigrant/
移情	/change feelings/
移项	/transpose/transposition/
移行	/divide a word with a hyphen at the end of a line/
移栽	/transplant/
移植	/transplant/
移植性	/portability/
移殖	/transplant/
移殖手术	/transplant operation/
仪	/apparatus/rites/appearance/present/ceremony/
仪表	/appearance/ceremony/apparatus/
仪东	/Yidong/
仪器	/instrument/
仪式	/ceremony/
仪仗	/flags carried by a guard of honor/weapons carried by a guard of honor/
仪仗队	/guard of honor/
胰	/soap/
胰蛋白酶	/trypsin/
胰岛素	/insulin/
胰腺	/pancreatic gland/
胰脏	/pancreas/
疑	/imbecile/sentimental/doubt/misbelieve/suspect/
疑点	/questionable point/
疑惑	/uncertainty/feel unsure/
疑惧	/apprehensions/
疑虑	/hesitation/
疑难	/difficult/
疑神疑鬼	/terribly suspicious and fearful/
疑问	/interrogation/interrogative/query/
疑问句	/interrogative sentence/
疑心	/suspicion/
疑义	/doubt/
沂	/Yi River/
沂河	/Yi River/
宜	/proper/should/suitable/appropriate/
宜宾	/Yibin/
宜昌	/Yichang/
宜春	/Ichun/
宜国	/Yiguo/
宜人	/pleasant/
宜兴	/Yixing/
宜阳	/Yiyang/
姨	/one's mother's sister/aunt/
姨爸	/husband of maternal aunt/
姨父	/husband of maternal aunt/
姨妈	/aunt/
姨们	/maternal aunts/
姨母	/mother's married sister/
姨娘	/mother's married sister/
姨太太	/concubine/
姨爷	/husband of maternal aunt/
姨丈	/husband of maternal aunt/
彝	/normal nature of man/rule/
彝族	/Yi nationality/
椅	/chair/
椅子	/chair/
蚁	/ant/
蚁蚕	/newly-hatched silkworm/
倚	/lean on/rely upon/
倚靠	/lean on/re on/
倚赖	/depend on/
倚仗	/lean on/rely on/
倚重	/rely heavily upon/
已	/already/stop/then/afterwards/
已故	/the late/deceased/
已婚	/married/
已经	/already/
已经进行	/already underway/already in progress/
已灭	/extinct/
已然	/already/
已往	/before/formerly/
已知	/known knowledge/
已知数	/Known number/
乙	/second heavenly stem/second in order/B/
乙苯	/ethyl benzene/
乙醇	/ethanol/
乙二醇	/ethanediol/glycol/
乙级	/second grade/
乙醚	/ethyl ether/
乙醛	/acetaldehyde/aldehyde/
乙炔	/acetylene/aldehydene/ethyne/
乙酸	/ethanoic acid/
乙太	/ether/
乙太网路	/Ethernet/
乙烷	/ethane/
乙烯	/ethene/ethylene/
乙种维生素	/vitamin B/
乙酰	/acetyl/
矣	/final particle/
以	/use/according to/so as to/in order to/by/with/because/
以备	/prepared for/
以便	/so that/so as to/in order to/
以此	/hence/
以次	/in order/the following/
以待	/wait for/
以点带面	/fan out from point to area/
以东	/to the east/
以防	/guard against/
以弗所书	/Ephesians/
以后	/after/later/afterwards/following/later on/in the future/
以及	/as well as/too/and/
以假乱真	/confuse falsehood with the truth/
以近	/up to/
以来	/since/
以理服人	/convince people by reasoning/
以马内利	/Emanuel/
以免	/in order to avoid/so as not to/
以南	/to the south/
以内	/within/
以千计	/count by thousand/
以前	/before/formerly/previous/
以求	/in order to/
以赛亚书	/Book of Isaiah/
以色列	/Israel/
以上	/more than/above/over/the above-mentioned/
以身试法	/defy the law/
以身作则	/set an example/
以示	/show/
以斯拉记	/Book of Ezra/
以斯帖记	/Book of Esther/
以太	/Ether/Ether-/
以太网	/Ethernet/
以太网络	/Ethernet/
以太网络端口	/Ethernet port/
以太网络帧	/Ethernet frame/
以外	/apart from/other than/except for/external/outside of/
以往	/in the past/formerly/
以为	/believe/think/consider/
以西	/to the west of/
以西结书	/Book of Ezekiel/
以下	/below/under/following/
以牙还牙	/a tooth for a tooth/
以远	/beyond/
以至	/down to/so that/
以至于	/down to/up to/such an extent as to/so...that.../so that/
以致	/so that/
艺	/skill/art/
艺乐	/Yile/
艺名	/stage name/
艺人	/performing artist/actor/
艺术	/art/
艺术馆	/art gallery/
艺术家	/artist/
艺术节	/art festival/
艺术美	/artistic beauty/
艺术品	/work of art/
艺术团	/troupe of artists/
艺术性	/artistry/
艺术作品	/work of art/
抑	/restrain/restrict/keep down/or/
抑或	/or/
抑或是	/or/
抑扬	/rise and fall/intonate/modulate/
抑止	/restrain/
抑制	/inhibit/keep down/suppress/
抑制剂	/depressor/inhibiter/suppressant/
抑制作用	/inhibitory action/
易	/change/easy/simple/Yi/
易北河	/Elbe/
易地	/moved/removed/
易懂	/easy to understand/
易货	/exchange of commodities/dicker/barter/
易货贸易	/barter trade/
易接近	/accessible/
易经	/Book of Changes/
易燃物	/combustible/inflammable/tinderbox/
易碎	/brittle/fragile/
易廷	/Yi Ting/
易位	/position change/
易易	/Yiyi/
易于	/easy to/
易与	/easy with/
邑	/city/
屹	/high and steep/
屹立	/stand erect/
亿	/hundred million/
亿万	/trillion/
役	/service/
役使	/use/
役畜	/draught animal/
臆	/feelings/opinion/thoughts/
臆测	/assumption/guess/
臆断	/forejudge/
臆想	/conjecture/
臆造	/concoct/
逸	/escape/leisurely/outstanding/
逸夫	/Yifu/
肄	/descendants/distress/practice/
肄业	/study in school/study at college/
疫	/epidemic/plague/
疫病	/plague/
疫苗	/vaccine/
疫情	/epidemic situation/
疫区	/epidemic area/
亦	/also/
亦即	/namely/that is/
裔	/descendents/frontier/
意	/idea/meaning/wish/desire/
意大利	/Italy/Italian/
意大利语	/Italian language/Italian/
意儿	/meaning/
意见	/view/opinion/
意见不合	/dissension/disagreement/
意境	/artistic and poetic realm/
意料	/anticipate/
意料之外	/beyond expectation/
意念	/idea/
意气	/spirit/
意气风发	/high-spirited/
意气相投	/congenial/
意识	/consciousness/
意识到	/realize/
意识形态	/ideology/
意思	/idea/opinion/meaning/
意图	/intent/intention/intend/
意外	/unexpected/
意外事故	/accident/mishap/contingency/
意味	/significance/imply/
意味着	/signify/mean/imply/
意想	/imagine/
意想不到	/unexpected/previously unimagined/
意向	/disposition/
意象	/imago/
意义	/meaning/significance/
意愿	/aspiration/wish/desire/
意旨	/intention/
意志	/will/
意中人	/loved one/
毅	/perseverance/
毅力	/perseverance/
毅然	/resolutely/firmly/determinedly/
毅然决然	/resolutely and determinedly/
忆	/remember/
忆苦思甜	/contrast past misery and present happiness/
